Date,AAPL,AXP,CAT,HON,JNJ,JPM,KO,MCD,MRK,MSFT,^GSPC
2012-05-01,17.31053352355957,46.17124938964844,61.81759262084961,37.27262878417969,42.00498962402344,22.862213134765625,24.25345802307129,61.48926544189453,22.957195281982422,22.95880126953125,1310.3299560546875
2012-06-01,17.498394012451172,48.139488220214844,59.905643463134766,37.63740158081055,45.899139404296875,24.641523361206055,25.376386642456055,61.4088249206543,25.50459861755371,24.217819213867188,1362.1600341796875
2012-07-01,18.300201416015625,47.725982666015625,59.41176223754883,39.12701416015625,47.02693176269531,24.827730178833008,26.402515411376953,61.984535217285156,27.277841567993164,23.331127166748047,1379.3199462890625
2012-08-01,19.932592391967773,48.37776565551758,60.58658218383789,39.3966064453125,45.81081008911133,25.8275089263916,24.441940307617188,62.07470703125,26.586172103881836,24.39990997314453,1406.5799560546875
2012-09-01,20.074148178100586,47.18284225463867,61.09069061279297,40.53139877319336,47.24172592163086,28.150190353393555,24.78830337524414,64.14320373535156,27.85218048095703,23.716796875,1440.6700439453125
2012-10-01,17.914161682128906,46.4443244934082,60.217384338378906,41.542144775390625,48.55113220214844,28.984682083129883,24.46331214904785,60.68260955810547,28.447805404663086,22.744539260864258,1412.1600341796875
2012-11-01,17.61204719543457,46.549049377441406,60.8881721496582,41.60319900512695,47.80388641357422,28.778409957885742,24.950218200683594,60.85039520263672,27.618627548217773,21.21442413330078,1416.1800537109375
2012-12-01,16.08701515197754,47.86473846435547,64.00971221923828,43.354461669921875,48.482521057128906,30.80299949645996,24.015060424804688,62.22211837768555,25.52383804321289,21.4610538482666,1426.18994140625
2013-01-01,13.769051551818848,48.972259521484375,70.6862564086914,46.61271286010742,51.12450408935547,32.96066665649414,24.670915603637695,67.21623992919922,27.222644805908203,22.055633544921875,1498.1099853515625
2013-02-01,13.343121528625488,51.93425750732422,66.361328125,47.88321304321289,52.639156341552734,34.50613021850586,25.651399612426758,67.64652252197266,26.895343780517578,22.33685302734375,1514.6800537109375
2013-03-01,13.459195137023926,56.37143325805664,62.48179244995117,51.77106475830078,56.83875274658203,33.47629928588867,26.790874481201172,70.88726806640625,27.820594787597656,23.177997589111328,1569.18994140625
2013-04-01,13.462845802307129,57.16527557373047,60.82939910888672,50.5274543762207,59.418216705322266,34.56960678100586,28.245967864990234,72.62938690185547,29.868141174316406,26.815507888793945,1597.5699462890625
2013-05-01,13.674159049987793,63.452980041503906,62.03717803955078,53.907867431640625,58.68621063232422,38.74626541137695,26.684524536132812,68.6686782836914,29.677490234375,28.27376365661621,1630.739990234375
2013-06-01,12.136404037475586,62.656776428222656,59.64389419555664,54.793704986572266,60.30740737915039,37.468685150146484,26.764598846435547,70.94812774658203,29.518619537353516,28.178325653076172,1606.280029296875
2013-07-01,13.850366592407227,61.82706069946289,59.94761657714844,57.30754470825195,65.6736831665039,39.555381774902344,26.9294490814209,70.28883361816406,30.892812728881836,25.975618362426758,1685.72998046875
2013-08-01,14.912114143371582,60.45200729370117,60.09611511230469,54.9525146484375,60.69370651245117,36.12612533569336,25.652849197387695,67.62288665771484,30.328432083129883,27.248292922973633,1632.969970703125
2013-09-01,14.688010215759277,63.48678207397461,60.72225570678711,57.63712692260742,61.34913635253906,36.95547866821289,25.451282501220703,69.50572204589844,30.533653259277344,27.341711044311523,1681.550048828125
2013-10-01,16.103662490844727,68.7661361694336,60.69314956665039,60.19832992553711,65.53861236572266,36.84823989868164,26.780126571655273,69.72969055175781,29.17814826965332,29.091638565063477,1756.5400390625
2013-11-01,17.13174819946289,72.34795379638672,62.02735900878906,61.433807373046875,66.98936462402344,41.210506439208984,27.19973373413086,70.34375,32.24543380737305,31.326295852661133,1805.81005859375
2013-12-01,17.38515853881836,76.50496673583984,66.58042907714844,63.74234390258789,65.26927185058594,42.117958068847656,28.153573989868164,70.68112182617188,32.38779830932617,30.96786880493164,1848.3599853515625
2014-01-01,15.512832641601562,71.6902084350586,68.85331726074219,63.64467239379883,63.0458984375,39.870906829833984,25.775083541870117,68.59777069091797,34.588253021240234,31.323827743530273,1782.5899658203125
2014-02-01,16.30738639831543,77.16737365722656,71.56147003173828,65.88407897949219,65.6469955444336,41.1900634765625,26.034053802490234,69.3116226196289,37.21323013305664,31.712892532348633,1859.449951171875
2014-03-01,16.73231315612793,76.11064147949219,73.33264923095703,65.02412414550781,70.50483703613281,44.010005950927734,26.347549438476562,72.0179214477539,37.069580078125,34.18583679199219,1872.3399658203125
2014-04-01,18.39545440673828,73.91262817382812,77.78262329101562,65.12227630615234,72.70115661621094,40.58113479614258,28.019447326660156,74.47901153564453,38.53688430786133,33.693763732910156,1883.949951171875
2014-05-01,19.73313331604004,77.54899597167969,75.887451171875,65.2975082397461,72.82318115234375,40.53780746459961,28.101869583129883,74.51573944091797,38.076236724853516,34.144126892089844,1923.5699462890625
2014-06-01,20.392255783081055,80.40518188476562,80.6679916381836,65.47798156738281,75.61460876464844,42.03327941894531,29.097896575927734,74.6053466796875,38.06965637207031,35.0233039855957,1960.22998046875
2014-07-01,20.978147506713867,74.5826644897461,74.78878784179688,64.68898010253906,72.34051513671875,42.06975555419922,27.192035675048828,70.02862548828125,37.62065124511719,36.24955368041992,1930.6700439453125
2014-08-01,22.492258071899414,76.10554504394531,81.47689819335938,67.08411407470703,74.97136688232422,43.671409606933594,28.873807907104492,69.40653991699219,39.855079650878906,38.156089782714844,2003.3699951171875
2014-09-01,22.21821403503418,74.39732360839844,73.97689056396484,65.9090805053711,77.55952453613281,44.25173568725586,29.524370193481445,70.81983947753906,39.30476379394531,39.18037796020508,1972.2900390625
2014-10-01,23.817047119140625,76.44551086425781,75.75476837158203,68.03244018554688,78.42542266845703,44.42803192138672,29.195693969726562,70.01313018798828,38.69651794433594,39.679019927978516,2018.050048828125
2014-11-01,26.227415084838867,78.77865600585938,75.72215270996094,70.12043762207031,78.76740264892578,44.490718841552734,31.252227783203125,72.31376647949219,40.3394889831543,40.405826568603516,2067.56005859375
2014-12-01,24.447450637817383,79.30712890625,68.89512634277344,71.10359954833984,76.58525085449219,46.280399322509766,29.636171340942383,70.60945892333984,37.928470611572266,39.504051208496094,2058.89990234375
2015-01-01,25.949119567871094,68.7800064086914,60.19386291503906,69.5665054321289,73.34078216552734,40.2161750793457,28.899118423461914,69.65996551513672,40.56367492675781,34.358734130859375,1994.989990234375
2015-02-01,28.451894760131836,69.7518081665039,62.910911560058594,73.13878631591797,75.07654571533203,45.610538482666016,30.394262313842773,74.52803039550781,39.39279556274414,37.29283905029297,2104.5
2015-03-01,27.668073654174805,66.7852783203125,60.732940673828125,74.59772491455078,74.19342041015625,45.08953094482422,28.463924407958984,74.06590270996094,38.67949676513672,34.825950622558594,2067.889892578125
2015-04-01,27.828170776367188,66.43379211425781,65.93124389648438,72.1733627319336,73.160888671875,47.08423614501953,28.70718002319336,73.3894271850586,40.40348434448242,41.66094207763672,2085.510009765625
2015-05-01,28.968870162963867,68.38092041015625,65.28401947021484,74.5190658569336,73.85416412353516,49.28528594970703,28.990291595458984,72.91812133789062,41.30572509765625,40.13634490966797,2107.389892578125
2015-06-01,28.006938934326172,66.6654052734375,64.90144348144531,73.27978515625,72.40178680419922,50.76880645751953,27.765844345092773,72.89244079589844,38.619384765625,38.06094741821289,2063.110107421875
2015-07-01,27.084760665893555,65.48558044433594,60.16505813598633,75.49321746826172,74.44473266601562,51.34571838378906,29.315093994140625,76.56503295898438,40.300697326660156,40.2592658996582,2103.840087890625
2015-08-01,25.177881240844727,66.0538558959961,59.029422760009766,71.33946228027344,69.8165512084961,48.3404655456543,28.05915069580078,72.85407257080078,36.80788040161133,37.51784133911133,1972.1800537109375
2015-09-01,24.74007225036621,63.823917388916016,50.47309112548828,68.3813705444336,69.87904357910156,45.97999572753906,28.630022048950195,76.21086120605469,33.759361267089844,38.40739822387695,1920.030029296875
2015-10-01,26.803611755371094,63.07487106323242,56.365230560302734,74.58475494384766,75.6280746459961,48.453582763671875,30.48320960998535,86.82298278808594,37.68318557739258,45.67928695678711,2079.360107421875
2015-11-01,26.53445816040039,61.91355895996094,56.729671478271484,75.06857299804688,75.78524017333984,50.64897537231445,30.677547454833984,88.3003158569336,36.5456657409668,47.16315460205078,2080.409912109375
2015-12-01,23.710678100585938,60.10730743408203,53.0673942565918,75.22889709472656,77.45997619628906,50.1552734375,31.15941047668457,92.09524536132812,36.4146842956543,48.46824645996094,2043.93994140625
2016-01-01,21.92662811279297,46.236392974853516,48.60087585449219,74.96015167236328,78.75701904296875,45.195186614990234,31.130414962768555,96.49185943603516,35.234310150146484,48.12753677368164,1940.239990234375
2016-02-01,21.780214309692383,48.24422836303711,53.5262451171875,73.61637115478516,79.33769989013672,43.051387786865234,31.282726287841797,91.35470581054688,34.91444778442383,44.449615478515625,1932.22998046875
2016-03-01,24.684104919433594,53.29606628417969,60.51551055908203,81.85150146484375,82.1836929321289,45.28425979614258,33.64724349975586,98.7152099609375,36.79195022583008,48.596275329589844,2059.739990234375
2016-04-01,21.23027992248535,56.79415512084961,61.44845199584961,83.47319793701172,85.1307601928711,48.32768630981445,32.74740982055664,99.3514175415039,38.467620849609375,43.88007354736328,2065.300048828125
2016-05-01,22.616336822509766,57.35694885253906,57.88821792602539,83.15177917480469,85.59408569335938,50.28007507324219,32.60121154785156,95.87190246582031,39.46367263793945,46.63410568237305,2096.949951171875
2016-06-01,21.78335189819336,52.995872497558594,60.52275848388672,85.41322326660156,92.79161834716797,47.86891555786133,33.13482666015625,94.52092742919922,40.410648345947266,45.338844299316406,2098.860107421875
2016-07-01,23.745223999023438,56.50609588623047,66.07129669189453,85.42058563232422,95.7979965209961,49.27863311767578,32.136749267578125,93.08728790283203,41.483070373535156,50.22093963623047,2173.60009765625
2016-08-01,24.175884246826172,57.48788833618164,66.05485534667969,85.6996078491211,91.29227447509766,52.40273666381836,31.98943519592285,91.5127944946289,44.40371322631836,50.91204833984375,2170.949951171875
2016-09-01,25.899044036865234,56.13793182373047,71.55207824707031,86.05199432373047,90.96951293945312,51.69623947143555,31.171825408935547,91.98477172851562,44.13497543334961,51.35417175292969,2168.27001953125
2016-10-01,26.011306762695312,58.2242431640625,67.27198028564453,81.38326263427734,89.321533203125,53.769065856933594,31.48590660095215,89.76010131835938,41.83000564575195,53.42262268066406,2126.14990234375
2016-11-01,25.319442749023438,63.46856689453125,77.70499420166016,84.5441665649414,85.70986938476562,62.69135284423828,29.963603973388672,95.10248565673828,43.589534759521484,53.72575759887695,2198.81005859375
2016-12-01,26.669864654541016,65.26585388183594,75.41191101074219,86.4697494506836,89.33396911621094,67.4770736694336,31.048158645629883,97.81077575683594,41.936859130859375,55.776161193847656,2238.830078125
2017-01-01,27.94325828552246,67.29218292236328,77.78631591796875,88.3133544921875,87.81417083740234,66.17897033691406,31.13054084777832,98.49381256103516,44.498291015625,58.029117584228516,2278.8701171875
2017-02-01,31.544681549072266,70.83513641357422,79.25165557861328,92.92606353759766,94.76177215576172,71.25511169433594,31.422582626342773,102.57597351074219,47.28347396850586,57.427734375,2363.639892578125
2017-03-01,33.22400665283203,69.99463653564453,76.05403900146484,93.70186614990234,97.21527862548828,69.06918334960938,31.782039642333984,104.9175796508789,45.61093521118164,59.47356414794922,2362.719970703125
2017-04-01,33.2216911315918,70.11848449707031,83.84307861328125,98.40687561035156,96.37229919433594,68.40869903564453,32.598960876464844,113.27147674560547,45.06523132324219,61.82146072387695,2384.199951171875
2017-05-01,35.328556060791016,68.35416412353516,87.16019439697266,99.79508972167969,100.10321807861328,64.96627044677734,34.351680755615234,122.1434326171875,47.075191497802734,63.06765365600586,2411.800048828125
2017-06-01,33.44474792480469,74.83953857421875,88.83841705322266,100.52658081054688,103.9413070678711,72.28140258789062,33.88326644897461,123.98097229003906,46.33772659301758,62.602664947509766,2423.409912109375
2017-07-01,34.53851318359375,75.71907043457031,94.20378875732422,102.66098022460938,104.27915954589844,72.59774017333984,34.91620635986328,126.37100982666016,46.52550506591797,66.026611328125,2470.300048828125
2017-08-01,38.08456039428711,76.78068542480469,97.83143615722656,104.28252410888672,104.00419616699219,72.2734375,34.69530487060547,130.3053436279297,46.510929107666016,67.90656280517578,2471.64990234375
2017-09-01,35.930728912353516,80.66875457763672,103.84337615966797,107.41938781738281,102.79969024658203,75.9471206665039,34.284000396728516,128.3826141357422,46.63473892211914,68.01274108886719,2519.360107421875
2017-10-01,39.40910720825195,85.18107604980469,113.07782745361328,109.25341033935547,110.23236846923828,80.00253295898438,35.301509857177734,136.7650146484375,40.413726806640625,75.94709777832031,2575.260009765625
2017-11-01,40.06422805786133,87.47044372558594,118.23365783691406,118.19619750976562,110.1690902709961,83.59749603271484,35.140281677246094,140.9111328125,40.5457649230957,76.85102844238281,2647.580078125
2017-12-01,39.595237731933594,88.90275573730469,131.9962158203125,116.82032775878906,111.15402221679688,85.53308868408203,35.51353454589844,141.87481689453125,41.27936553955078,78.494140625,2673.610107421875
2018-01-01,39.174076080322266,88.98332214355469,136.35194396972656,121.62688446044922,109.93682098388672,92.51551818847656,36.837162017822266,141.0670623779297,43.83518600463867,87.1841049194336,2823.81005859375
2018-02-01,41.67525100708008,87.5993881225586,130.1263427734375,115.10640716552734,103.32582092285156,92.8608169555664,33.45454406738281,130.0216827392578,40.11381912231445,86.04623413085938,2713.830078125
2018-03-01,39.4160270690918,83.79930877685547,124.02519226074219,110.61388397216797,102.60232543945312,88.41471099853516,33.617103576660156,129.71617126464844,40.298789978027344,84.14556121826172,2640.8701171875
2018-04-01,38.82401657104492,88.7133560180664,121.4837875366211,110.74402618408203,101.27326965332031,87.4579849243164,33.7420654296875,138.89036560058594,43.9349250793457,86.21994018554688,2648.050048828125
2018-05-01,43.90078353881836,88.64060974121094,128.48098754882812,113.21636962890625,95.77285766601562,86.47119903564453,33.57807922363281,132.7272186279297,44.42748260498047,91.12467193603516,2705.27001953125
2018-06-01,43.65500259399414,88.37008666992188,114.74568176269531,110.8213119506836,97.8704833984375,84.20055389404297,34.249637603759766,129.97332763671875,45.3006591796875,91.30667114257812,2718.3701171875
2018-07-01,44.87661361694336,89.74073028564453,121.62179565429688,122.82280731201172,106.88805389404297,92.88726806640625,36.736995697021484,131.50848388671875,49.53897476196289,98.22343444824219,2816.2900390625
2018-08-01,53.68260955810547,95.90904235839844,118.15525817871094,122.36885833740234,108.63831329345703,93.09141540527344,35.11404037475586,135.42352294921875,51.58460235595703,104.01052856445312,2901.52001953125
2018-09-01,53.423587799072266,96.37056732177734,129.76235961914062,128.6414031982422,112.18791961669922,91.677734375,36.39033508300781,140.5191650390625,53.35197448730469,106.30699157714844,2913.97998046875
2018-10-01,51.79536819458008,92.96788787841797,103.23802185058594,116.81183624267578,113.66568756103516,88.57413482666016,38.04264450073242,148.59136962890625,55.737735748291016,99.27994537353516,2711.739990234375
2018-11-01,42.26271057128906,101.96800994873047,116.18500518798828,118.3685531616211,119.27629852294922,90.96981048583984,40.044898986816406,158.34339904785156,60.07650375366211,103.07231903076172,2760.169921875
2018-12-01,37.46097183227539,86.57334899902344,108.82015991210938,107.16365051269531,105.45015716552734,79.86753845214844,37.91903305053711,150.07394409179688,57.85789489746094,94.8172378540039,2506.85009765625
2019-01-01,39.52709197998047,93.27613067626953,114.03551483154297,116.49948120117188,108.7431869506836,84.67823028564453,38.54367446899414,151.09657287597656,56.753700256347656,97.4870834350586,2704.10009765625
2019-02-01,41.120635986328125,98.25416564941406,118.37181854248047,124.96748352050781,111.65213012695312,86.07522583007812,36.30937576293945,155.373046875,61.984535217285156,104.58181762695312,2784.489990234375
2019-03-01,45.303855895996094,99.67682647705078,116.77733612060547,129.58880615234375,114.98368835449219,83.49365234375,37.526634216308594,161.51654052734375,63.418060302734375,110.5691146850586,2834.39990234375
2019-04-01,47.86063003540039,106.90863800048828,120.16456604003906,141.58380126953125,116.14346313476562,95.71705627441406,39.63141632080078,168.0401153564453,60.424537658691406,122.43790435791016,2945.830078125
2019-05-01,41.75492477416992,104.98085021972656,103.88883972167969,133.98394775390625,107.87687683105469,88.06364440917969,39.68797302246094,168.63546752929688,60.80837631225586,115.95034790039062,2752.06005859375
2019-06-01,47.38651657104492,112.97040557861328,118.17884063720703,143.05946350097656,115.34806060791016,92.91728210449219,41.13396453857422,177.6563262939453,64.37042999267578,126.05279541015625,2941.760009765625
2019-07-01,51.006595611572266,113.82151794433594,114.17282104492188,141.31414794921875,107.84481811523438,96.40790557861328,42.84722137451172,180.27423095703125,64.13572692871094,128.2264404296875,2980.3798828125
2019-08-01,49.977073669433594,110.50528717041016,103.98045349121094,134.8900604248047,106.30441284179688,91.95133972167969,44.80925750732422,186.47669982910156,66.82511138916016,129.72256469726562,2926.4599609375
2019-09-01,53.82721710205078,108.58655548095703,110.36782836914062,139.33946228027344,107.95204162597656,98.50495910644531,44.32076644897461,184.65899658203125,65.05537414550781,131.25914001464844,2976.739990234375
2019-10-01,59.78506088256836,107.66851043701172,120.4076156616211,142.2465057373047,110.1714859008789,104.55636596679688,44.63661193847656,169.1696319580078,67.41703796386719,135.35655212402344,3037.56005859375
2019-11-01,64.22882080078125,110.69754791259766,127.45697021484375,147.0393524169922,114.71884155273438,111.16480255126953,43.79194259643555,167.26039123535156,67.82156372070312,142.9188690185547,3140.97998046875
2019-12-01,70.78545379638672,114.7247314453125,130.0548553466797,146.4875030517578,122.55422973632812,117.6105728149414,45.730140686035156,171.04147338867188,70.7544174194336,149.3922576904297,3230.780029296875
2020-01-01,74.60856628417969,119.68270111083984,115.67383575439453,143.3590850830078,125.07467651367188,111.6709976196289,48.25004959106445,185.20188903808594,66.92369079589844,161.26211547851562,3225.52001953125
2020-02-01,65.89447021484375,101.65801239013672,110.17984008789062,134.2139892578125,112.98477172851562,98.58989715576172,44.19341278076172,168.06399536132812,59.9681510925293,153.47515869140625,2954.219970703125
2020-03-01,61.44304656982422,79.16802978515625,102.90782928466797,111.3256607055664,110.8727798461914,76.4451675415039,36.559329986572266,144.01443481445312,60.26579284667969,149.80978393554688,2584.590087890625
2020-04-01,70.98969268798828,84.38362121582031,103.2093734741211,118.07392120361328,126.86151123046875,81.3105697631836,38.24679183959961,163.3585968017578,62.65908432006836,170.23275756835938,2912.429931640625
2020-05-01,76.8225326538086,88.40452575683594,107.5130615234375,121.36067199707031,125.77082824707031,83.48527526855469,38.90522003173828,162.2786407470703,63.748931884765625,174.0703887939453,3044.31005859375
2020-06-01,88.38375091552734,88.52542877197266,113.21405029296875,121.19925689697266,119.72946166992188,80.69701385498047,37.238346099853516,161.73851013183594,61.0716552734375,193.85386657714844,3100.2900390625
2020-07-01,102.97868347167969,86.77722930908203,118.9239730834961,125.20601654052734,124.09700775146484,82.91047668457031,39.729652404785156,170.33969116210938,63.873592376708984,195.28274536132812,3271.1201171875
2020-08-01,125.05522918701172,94.89602661132812,128.3174285888672,138.7685089111328,130.61004638671875,86.79373931884766,41.65556716918945,187.20883178710938,67.87760162353516,214.82907104492188,3500.31005859375
2020-09-01,112.43612670898438,93.64433288574219,134.48486328125,138.7607879638672,127.59696960449219,83.39785766601562,41.52101516723633,193.56903076171875,66.03082275390625,200.83456420898438,3363.0
2020-10-01,105.68862915039062,85.22801971435547,141.60812377929688,139.04736328125,117.50951385498047,84.93121337890625,40.7464599609375,187.8455047607422,60.30496597290039,193.32945251464844,3269.9599609375
2020-11-01,115.58177185058594,111.23856353759766,157.47787475585938,171.89781188964844,123.99737548828125,103.0660171508789,43.74776077270508,191.76116943359375,64.45840454101562,204.40576171875,3621.6298828125
2020-12-01,129.046630859375,113.41474151611328,165.12539672851562,180.13967895507812,135.81912231445312,111.10111236572266,46.859283447265625,190.36363220214844,65.58897399902344,212.93482971191406,3756.070068359375
2021-01-01,128.33668518066406,109.05299377441406,165.8693084716797,165.46263122558594,140.78134155273438,112.50001525878906,41.14284896850586,184.38426208496094,62.28437042236328,222.0679931640625,3714.239990234375
2021-02-01,117.93048095703125,127.320068359375,196.88461303710938,171.3740997314453,136.75115966796875,129.6018524169922,41.860618591308594,182.8761444091797,58.688079833984375,222.47006225585938,3811.14990234375
2021-03-01,118.97354888916016,133.1372833251953,211.46762084960938,184.65451049804688,142.7186737060547,134.05780029296875,45.03925323486328,200.0681915283203,62.30052947998047,226.23538208007812,3972.889892578125
2021-04-01,128.04147338867188,144.78201293945312,208.03846740722656,189.73300170898438,141.3118438720703,135.4491729736328,46.50834274291992,210.72592163085938,60.73639678955078,241.98175048828125,4181.169921875
2021-05-01,121.36958312988281,151.18321228027344,220.8611602783203,196.427734375,146.9737548828125,145.48597717285156,47.63702392578125,208.7711181640625,61.869598388671875,239.58285522460938,4204.10986328125
2021-06-01,133.6250457763672,155.998291015625,199.37782287597656,187.38600158691406,143.9498291015625,137.77932739257812,46.6203498840332,207.32125854492188,66.4455795288086,260.54498291015625,4297.5
2021-07-01,142.30828857421875,161.002197265625,189.41029357910156,199.72177124023438,150.46841430664062,134.44873046875,49.50642395019531,217.8403778076172,66.24115753173828,274.0194396972656,4395.259765625
2021-08-01,148.1329345703125,157.09632873535156,194.2214813232422,198.11573791503906,151.28106689453125,142.5023193359375,48.88140869140625,213.12832641601562,65.74137115478516,290.3407287597656,4522.68017578125
2021-09-01,138.26132202148438,158.5824737548828,176.8136749267578,182.06930541992188,141.95730590820312,145.83436584472656,45.54799270629883,217.5907745361328,64.72451782226562,271.6627197265625,4307.5400390625
2021-10-01,146.37135314941406,164.49868774414062,187.90309143066406,187.50698852539062,143.1703338623047,151.3580322265625,49.302791595458984,221.59762573242188,76.55529022216797,319.5544738769531,4605.3798828125
2021-11-01,161.51657104492188,144.52430725097656,179.06802368164062,173.45814514160156,137.0613250732422,142.35716247558594,45.874244689941406,220.74032592773438,65.13069152832031,318.56201171875,4567.0
2021-12-01,173.75897216796875,155.24737548828125,191.46896362304688,179.60870361328125,151.35421752929688,141.92694091796875,52.18832778930664,243.26211547851562,66.63484954833984,324.6764221191406,4766.18017578125
2022-01-01,171.02883911132812,170.63922119140625,186.6715545654297,176.1372528076172,152.43359375,133.1881561279297,53.774879455566406,235.4398193359375,71.51509857177734,300.2137451171875,4515.5498046875
2022-02-01,161.57615661621094,185.0709991455078,174.5672149658203,163.448974609375,145.60333251953125,127.85521697998047,54.85901641845703,222.11837768554688,67.21435546875,288.44573974609375,4373.93994140625
